[2025-04-16 01:44:10] 60m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-86j5s          Stopping container nginx
[2025-04-16 01:48:32] 8m52s       Normal    Created                        pod/nginx-basic-76dd66bf4f-5zjv7          Created container nginx
[2025-04-16 01:48:32] 8m40s       Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-n9drn
[2025-04-16 01:48:32] 8m39s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-n5mv9          Successfully assigned default/nginx-basic-76dd66bf4f-n5mv9 to worker7
[2025-04-16 01:48:32] 8m39s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-pfkv6          Successfully assigned default/nginx-basic-76dd66bf4f-pfkv6 to worker7
[2025-04-16 01:48:32] 8m39s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-ph6q5          Successfully assigned default/nginx-basic-76dd66bf4f-ph6q5 to worker7
[2025-04-16 01:48:32] 7m25s       Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         (combined from similar events): Created pod: nginx-basic-76dd66bf4f-fp9sw
[2025-04-16 01:48:32] 8m39s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-vmswv          Successfully assigned default/nginx-basic-76dd66bf4f-vmswv to worker7
[2025-04-16 01:48:32] 8m39s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-b5hc5          Successfully assigned default/nginx-basic-76dd66bf4f-b5hc5 to worker7
[2025-04-16 01:48:32] 8m39s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-n9drn          Successfully assigned default/nginx-basic-76dd66bf4f-n9drn to worker7
[2025-04-16 01:48:32] 8m39s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-tkpzb          Successfully assigned default/nginx-basic-76dd66bf4f-tkpzb to worker7
[2025-04-16 01:48:32] 8m39s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-2jsvr          Successfully assigned default/nginx-basic-76dd66bf4f-2jsvr to worker7
[2025-04-16 01:48:32] 8m40s       Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 16 from 8
[2025-04-16 01:48:32] 8m40s       Normal    SuccessfulRescale              horizontalpodautoscaler/nginx-basic-hpa   New size: 16; reason: cpu resource utilization (percentage of request) above target
[2025-04-16 01:48:32] 8m39s       Normal    Pulling                        pod/nginx-basic-76dd66bf4f-pfkv6          Pulling image "nginx:latest"
[2025-04-16 01:48:32] 8m39s       Normal    Pulling                        pod/nginx-basic-76dd66bf4f-tkpzb          Pulling image "nginx:latest"
[2025-04-16 01:48:32] 8m39s       Normal    Pulling                        pod/nginx-basic-76dd66bf4f-n9drn          Pulling image "nginx:latest"
[2025-04-16 01:48:32] 8m39s       Normal    Pulling                        pod/nginx-basic-76dd66bf4f-ph6q5          Pulling image "nginx:latest"
[2025-04-16 01:48:32] 8m39s       Normal    Pulling                        pod/nginx-basic-76dd66bf4f-n5mv9          Pulling image "nginx:latest"
[2025-04-16 01:48:32] 8m39s       Normal    Pulling                        pod/nginx-basic-76dd66bf4f-b5hc5          Pulling image "nginx:latest"
[2025-04-16 01:48:32] 8m39s       Normal    Pulling                        pod/nginx-basic-76dd66bf4f-vmswv          Pulling image "nginx:latest"
[2025-04-16 01:48:32] 8m39s       Normal    Started                        pod/nginx-basic-76dd66bf4f-2jsvr          Started container nginx
[2025-04-16 01:48:32] 8m39s       Normal    Pulling                        pod/nginx-basic-76dd66bf4f-2jsvr          Pulling image "nginx:latest"
[2025-04-16 01:48:32] 8m39s       Normal    Created                        pod/nginx-basic-76dd66bf4f-2jsvr          Created container nginx
[2025-04-16 01:48:32] 8m39s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-2jsvr          Successfully pulled image "nginx:latest" in 668ms (668ms including waiting). Image size: 72207578 bytes.
[2025-04-16 01:48:32] 8m38s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-pfkv6          Successfully pulled image "nginx:latest" in 674ms (1.285s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:48:32] 8m38s       Normal    Started                        pod/nginx-basic-76dd66bf4f-pfkv6          Started container nginx
[2025-04-16 01:48:32] 8m38s       Normal    Created                        pod/nginx-basic-76dd66bf4f-pfkv6          Created container nginx
[2025-04-16 01:48:32] 8m37s       Normal    Started                        pod/nginx-basic-76dd66bf4f-b5hc5          Started container nginx
[2025-04-16 01:48:32] 8m37s       Normal    Started                        pod/nginx-basic-76dd66bf4f-tkpzb          Started container nginx
[2025-04-16 01:48:32] 8m37s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-b5hc5          Successfully pulled image "nginx:latest" in 663ms (2.618s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:48:32] 8m37s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-tkpzb          Successfully pulled image "nginx:latest" in 670ms (1.955s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:48:32] 8m37s       Normal    Created                        pod/nginx-basic-76dd66bf4f-tkpzb          Created container nginx
[2025-04-16 01:48:32] 8m37s       Normal    Created                        pod/nginx-basic-76dd66bf4f-b5hc5          Created container nginx
[2025-04-16 01:48:32] 8m36s       Normal    Started                        pod/nginx-basic-76dd66bf4f-ph6q5          Started container nginx
[2025-04-16 01:48:32] 8m36s       Normal    Created                        pod/nginx-basic-76dd66bf4f-ph6q5          Created container nginx
[2025-04-16 01:48:32] 8m36s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-ph6q5          Successfully pulled image "nginx:latest" in 660ms (3.279s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:48:32] 8m35s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-n5mv9          Successfully pulled image "nginx:latest" in 671ms (3.95s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:48:32] 8m35s       Normal    Created                        pod/nginx-basic-76dd66bf4f-vmswv          Created container nginx
[2025-04-16 01:48:32] 8m35s       Normal    Started                        pod/nginx-basic-76dd66bf4f-n5mv9          Started container nginx
[2025-04-16 01:48:32] 8m35s       Normal    Started                        pod/nginx-basic-76dd66bf4f-vmswv          Started container nginx
[2025-04-16 01:48:32] 8m35s       Normal    Created                        pod/nginx-basic-76dd66bf4f-n5mv9          Created container nginx
[2025-04-16 01:48:32] 8m35s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-vmswv          Successfully pulled image "nginx:latest" in 682ms (4.607s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:48:32] 8m34s       Normal    Started                        pod/nginx-basic-76dd66bf4f-n9drn          Started container nginx
[2025-04-16 01:48:32] 8m34s       Normal    Created                        pod/nginx-basic-76dd66bf4f-n9drn          Created container nginx
[2025-04-16 01:48:32] 8m34s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-n9drn          Successfully pulled image "nginx:latest" in 682ms (5.153s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:48:32] 7m24s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-wpg5w          Successfully assigned default/nginx-basic-76dd66bf4f-wpg5w to worker7
[2025-04-16 01:48:32] 7m24s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-fp9sw          Successfully assigned default/nginx-basic-76dd66bf4f-fp9sw to worker7
[2025-04-16 01:48:32] 7m25s       Normal    SuccessfulRescale              horizontalpodautoscaler/nginx-basic-hpa   New size: 20; reason: cpu resource utilization (percentage of request) above target
[2025-04-16 01:48:32] 7m24s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-rrphs          Successfully assigned default/nginx-basic-76dd66bf4f-rrphs to worker7
[2025-04-16 01:48:32] 7m24s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-v7p48          Successfully assigned default/nginx-basic-76dd66bf4f-v7p48 to worker7
[2025-04-16 01:48:32] 7m25s       Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 20 from 16
[2025-04-16 01:48:32] 7m24s       Normal    Pulling                        pod/nginx-basic-76dd66bf4f-wpg5w          Pulling image "nginx:latest"
[2025-04-16 01:48:32] 7m24s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-wpg5w          Successfully pulled image "nginx:latest" in 702ms (702ms including waiting). Image size: 72207578 bytes.
[2025-04-16 01:48:32] 7m24s       Normal    Pulling                        pod/nginx-basic-76dd66bf4f-rrphs          Pulling image "nginx:latest"
[2025-04-16 01:48:32] 7m24s       Normal    Pulling                        pod/nginx-basic-76dd66bf4f-fp9sw          Pulling image "nginx:latest"
[2025-04-16 01:48:32] 7m24s       Normal    Pulling                        pod/nginx-basic-76dd66bf4f-v7p48          Pulling image "nginx:latest"
[2025-04-16 01:48:32] 7m24s       Normal    Created                        pod/nginx-basic-76dd66bf4f-wpg5w          Created container nginx
[2025-04-16 01:48:32] 7m24s       Normal    Started                        pod/nginx-basic-76dd66bf4f-wpg5w          Started container nginx
[2025-04-16 01:48:32] 7m23s       Normal    Started                        pod/nginx-basic-76dd66bf4f-v7p48          Started container nginx
[2025-04-16 01:48:32] 7m23s       Normal    Created                        pod/nginx-basic-76dd66bf4f-v7p48          Created container nginx
[2025-04-16 01:48:32] 7m23s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-v7p48          Successfully pulled image "nginx:latest" in 674ms (1.371s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:48:32] 7m22s       Normal    Started                        pod/nginx-basic-76dd66bf4f-fp9sw          Started container nginx
[2025-04-16 01:48:32] 7m22s       Normal    Created                        pod/nginx-basic-76dd66bf4f-fp9sw          Created container nginx
[2025-04-16 01:48:32] 7m22s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-rrphs          Successfully pulled image "nginx:latest" in 669ms (2.035s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:48:32] 7m22s       Normal    Created                        pod/nginx-basic-76dd66bf4f-rrphs          Created container nginx
[2025-04-16 01:48:32] 7m22s       Normal    Started                        pod/nginx-basic-76dd66bf4f-rrphs          Started container nginx
[2025-04-16 01:48:32] 7m22s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-fp9sw          Successfully pulled image "nginx:latest" in 676ms (2.709s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:48:32] 5m43s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-v7p48          Stopping container nginx
[2025-04-16 01:48:32] 5m43s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-zxfhz          Stopping container nginx
[2025-04-16 01:48:32] 5m43s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-rrphs          Stopping container nginx
[2025-04-16 01:48:32] 5m43s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-tkpzb          Stopping container nginx
[2025-04-16 01:48:32] 5m43s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-t45tz          Stopping container nginx
[2025-04-16 01:48:32] 5m43s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-26n2d          Stopping container nginx
[2025-04-16 01:48:32] 5m43s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-vmswv          Stopping container nginx
[2025-04-16 01:48:32] 5m43s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-ph6q5          Stopping container nginx
[2025-04-16 01:48:32] 5m43s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-5zjv7          Stopping container nginx
[2025-04-16 01:48:32] 5m42s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-txg25          Stopping container nginx
[2025-04-16 01:48:32] 5m42s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-wpg5w          Stopping container nginx
[2025-04-16 01:48:32] 5m42s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-b5hc5          Stopping container nginx
[2025-04-16 01:48:32] 5m42s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-zhx8v          Stopping container nginx
[2025-04-16 01:48:32] 5m42s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-n5mv9          Stopping container nginx
[2025-04-16 01:48:32] 5m42s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-jkjk9          Stopping container nginx
[2025-04-16 01:48:32] 5m42s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-fp9sw          Stopping container nginx
[2025-04-16 01:48:32] 5m42s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-pfkv6          Stopping container nginx
